0.27773,0,0.90241,0.78368,0.9262,0.83258,0.97096
0.33236,0.42646,0.86181,0.72961,0.62905,0.52154,0.80085
0.79157,0.80174,0.69125,0.3697,0.32535,0.43176,0.32873
0.58224,0.32107,0.7682,0.08696,0.42711,0.35701,0.55892
0.66024,0.77376,0.64874,0.08214,0.062733,0.96226,0.30159
0.51208,0.84614,0.81194,0.13309,0.62736,0.66253,0.45744
0.39415,0.11513,0.82465,0.28899,0.53686,0.65385,0.64667
0.8388,0.53235,0.83959,0.85035,0.085867,0.29593,0.36188
0.22141,0.75968,0.94872,0.72445,0.72937,0.58045,0.88184
0.4643,0.32982,0.74283,0.086474,0.30942,0.32353,0.33523
0.14523,0.29565,0.79737,0.24461,0.58264,0.54959,0.6825
0.10893,0.67792,0.884,0.45433,0.71111,0.70317,0.66986
0.63312,0.80614,0.72497,0.23618,0.33064,0.71131,0.39933
0.72373,0.8272,0.76938,0.35629,0.24097,0,0.32414
0.58106,0.59938,0.71793,0.035984,0.067229,0.54262,0.36403
0.17583,0.75246,0.85721,0.55386,0.76626,0.56199,0.93007
0.53944,0.37699,0.7353,0.090128,0.53086,0.53665,0.57602
0.075205,0.46956,0.84579,0.12376,0.51803,0.7267,0.48852
0.641,0.57899,0.60727,0.063359,0.23232,0.61448,0.33795
0.26054,0.94908,0.58468,0.12545,0.079762,0.63837,0.33719
0.49746,0.5575,0.69349,0,0.12874,0.57249,0.37617
0.10156,0.60944,0.85575,0.56398,0.75964,0.63448,0.71742
0.3212,0.82861,0.86031,0.15892,0.6292,0.8076,0.44573
0.49514,0.39996,0.79162,0.088285,0.45918,0.36932,0.56755
0.76429,0.76521,0.79403,0.32049,0.67795,0.77683,0.50782
0.013333,0.69023,0.77862,0.14235,0.44181,0.50208,0.38144
0.84928,0.84613,0.22302,0.068848,0.096115,0.24579,0.22214
0.050927,0.75183,0.78895,0.24332,0.53376,0.54018,0.68554
0.95734,0.91054,0.15365,0.067173,0,0.26317,0.16988
0.27645,0.5633,0.88477,0.45356,0.71983,0.8705,0.74235
0.22251,0.7036,0.87213,0.78088,0.80745,0.52353,0.82032
0.28357,0.58292,0.74908,0.11749,0.37119,0.60543,0.62461
0.37737,0.89827,0.80681,0.21759,0.61607,0.68633,0.61657
0.81186,0.65174,0.65736,0.12256,0.30627,0.34462,0.23345
0.40793,0.69658,0.80504,0.78118,0.69536,0.54072,0.71693
0.47272,0.30982,0.26741,0,0.086701,0.32407,0.21265
0.5427,0.39209,0.80129,0.13709,0.34079,0.50425,0.33963
0.25081,0.73484,0.79982,0.55608,0.71643,0.62624,0.65045
0.63533,0.79878,0.76549,0.24374,0.33708,0.71149,0.4489
0.19546,0.71162,0.91806,0.95362,0.80274,0.59448,0.91475
0.20694,0.13872,0.83243,0.78196,0.64554,0.63077,0.83601
0.51707,0.43579,0.798,0.0948,0.31943,0.52063,0.41504
0.20002,0.55036,0.88376,0.69522,0.63567,0.64299,0.87704
0.25545,0.71018,0.88899,0.80925,0.72877,0.63873,0.73987
0.29403,0.14984,0.86941,0.43729,0.76284,0.82127,0.93914
0.45624,0.86136,0.68514,0.17001,0.57344,0.75231,0.3625
0.24477,0.053825,0.8747,0.75853,0.96771,0.82471,0.8394
0.31861,0.88023,0.70157,0.12802,0.19459,0.68281,0.39571
0.51218,0.88175,0.92149,0.28427,0.59951,0.46208,0.5877
